cidade,idsensor,tipo_sangue,nota,data_coleta,latitude,longitude,hora_coleta,hora_entrega,local_coleta,local_entrega,cfp_doador,cpf_consumidor,transportador,testado,temperatura
Caucaia,4085,O,10,2018-12-31,127540,102849,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4179,KK8988SFGJKL4088,CARRO 0387428,NAO,34
Maracanau,4086,O,10,2018-12-31,127541,102850,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4180,KK8988SFGJKL4089,CARRO 0387429,NAO,35
Fortaleza,4087,O,10,2018-12-31,127542,102851,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4181,KK8988SFGJKL4090,CARRO 0387430,NAO,36
Caucaia,4088,O,10,2018-12-31,127543,102852,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4182,KK8988SFGJKL4091,CARRO 0387431,NAO,37
Maracanau,4089,O,10,2018-12-31,127544,102853,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4183,KK8988SFGJKL4092,CARRO 0387432,NAO,38
Fortaleza,4090,O,10,2018-12-31,127545,102854,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4184,KK8988SFGJKL4093,CARRO 0387433,NAO,23
Caucaia,4091,O,10,2018-12-31,127546,102855,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4185,KK8988SFGJKL4094,CARRO 0387434,NAO,24
Maracanau,4092,O,10,2018-12-31,127547,102856,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4186,KK8988SFGJKL4095,CARRO 0387435,NAO,25
Fortaleza,4093,O,10,2018-12-31,127548,102857,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4187,KK8988SFGJKL4096,CARRO 0387436,NAO,26
Caucaia,4094,O,10,2018-12-31,127549,102858,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4188,KK8988SFGJKL4097,CARRO 0387437,NAO,27
Maracanau,4095,O,10,2018-12-31,127550,102859,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4189,KK8988SFGJKL4098,CARRO 0387438,NAO,28
Fortaleza,4096,O,4.07432563462518,2018-12-31,127551,102860,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4190,KK8988SFGJKL4099,CARRO 0387439,NAO,29
Caucaia,4097,O,10,2018-12-31,127552,102861,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4191,KK8988SFGJKL4100,CARRO 0387440,NAO,30
Maracanau,4098,O,10,2018-12-31,127553,102862,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4192,KK8988SFGJKL4101,CARRO 0387441,NAO,31
Fortaleza,4099,O,10,2018-12-31,127554,102863,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4193,KK8988SFGJKL4102,CARRO 0387442,NAO,32
Caucaia,4100,O,10,2018-12-31,127555,102864,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4194,KK8988SFGJKL4103,CARRO 0387443,NAO,33
Maracanau,4101,O,10,2018-12-31,127556,102865,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4195,KK8988SFGJKL4104,CARRO 0387444,NAO,34
Fortaleza,4102,O,10,2018-12-31,127557,102866,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4196,KK8988SFGJKL4105,CARRO 0387445,NAO,35
Caucaia,4103,O,9.82970357699083,2018-12-31,127558,102867,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4197,KK8988SFGJKL4106,CARRO 0387446,NAO,36
Maracanau,4104,O,10,2018-12-31,127559,102868,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4198,KK8988SFGJKL4107,CARRO 0387447,NAO,37
Fortaleza,4105,O,10,2018-12-31,127560,102869,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4199,KK8988SFGJKL4108,CARRO 0387448,NAO,38
Caucaia,4106,O,10,2018-12-31,127561,102870,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4200,KK8988SFGJKL4109,CARRO 0387449,NAO,39
Maracanau,4107,O,9.29476007900546,2018-12-31,127562,102871,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4201,KK8988SFGJKL4110,CARRO 0387450,NAO,23
Fortaleza,4108,O,10,2018-12-31,127563,102872,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4202,KK8988SFGJKL4111,CARRO 0387451,NAO,24
Caucaia,4109,O,10,2018-12-31,127564,102873,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4203,KK8988SFGJKL4112,CARRO 0387452,NAO,25
Maracanau,4110,O,9.37711982762061,2018-12-31,127565,102874,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4204,KK8988SFGJKL4113,CARRO 0387453,NAO,26
Fortaleza,4111,O,10,2018-12-31,127566,102875,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4205,KK8988SFGJKL4114,CARRO 0387454,NAO,27
Caucaia,4112,O,10,2018-12-31,127567,102876,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4206,KK8988SFGJKL4115,CARRO 0387455,NAO,28
Maracanau,4113,O,0,2018-12-31,127568,102877,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4207,KK8988SFGJKL4116,CARRO 0387456,NAO,29
Fortaleza,4114,O,10,2018-12-31,127569,102878,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4208,KK8988SFGJKL4117,CARRO 0387457,NAO,30
Caucaia,4115,O,10,2018-12-31,127570,102879,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4209,KK8988SFGJKL4118,CARRO 0387458,NAO,31
Maracanau,4116,O,6.35133466240892,2018-12-31,127571,102880,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4210,KK8988SFGJKL4119,CARRO 0387459,NAO,32
Fortaleza,4117,O,10,2018-12-31,127572,102881,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4211,KK8988SFGJKL4120,CARRO 0387460,NAO,33
Caucaia,4118,O,10,2018-12-31,127573,102882,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4212,KK8988SFGJKL4121,CARRO 0387461,NAO,34
Maracanau,4119,O,10,2018-12-31,127574,102883,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4213,KK8988SFGJKL4122,CARRO 0387462,NAO,35
Fortaleza,4120,O,6.88878099722433,2018-12-31,127575,102884,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4214,KK8988SFGJKL4123,CARRO 0387463,NAO,36
Caucaia,4121,O,9.47867298578199,2018-12-31,127576,102885,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4215,KK8988SFGJKL4124,CARRO 0387464,NAO,37
Maracanau,4122,O,10,2018-12-31,127577,102886,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4216,KK8988SFGJKL4125,CARRO 0387465,NAO,38
Fortaleza,4123,O,10,2018-12-31,127578,102887,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4217,KK8988SFGJKL4126,CARRO 0387466,NAO,39
Caucaia,4124,O,10,2018-12-31,127579,102888,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4218,KK8988SFGJKL4127,CARRO 0387467,NAO,24
Maracanau,4125,O,10,2018-12-31,127580,102889,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4219,KK8988SFGJKL4128,CARRO 0387468,NAO,25
Fortaleza,4126,O,10,2018-12-31,127581,102890,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4220,KK8988SFGJKL4129,CARRO 0387469,NAO,26
Caucaia,4127,O,10,2018-12-31,127582,102891,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4221,KK8988SFGJKL4130,CARRO 0387470,NAO,27
Maracanau,4128,O,10,2018-12-31,127583,102892,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4222,KK8988SFGJKL4131,CARRO 0387471,NAO,28
Fortaleza,4129,O,10,2018-12-31,127584,102893,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4223,KK8988SFGJKL4132,CARRO 0387472,NAO,29
Caucaia,4130,O,10,2018-12-31,127585,102894,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4224,KK8988SFGJKL4133,CARRO 0387473,NAO,30
Maracanau,4131,O,10,2018-12-31,127586,102895,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4225,KK8988SFGJKL4134,CARRO 0387474,NAO,31
Fortaleza,4132,O,7.20439354848444,2018-12-31,127587,102896,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4226,KK8988SFGJKL4135,CARRO 0387475,NAO,32
Caucaia,4133,O,6.25589028630854,2018-12-31,127588,102897,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4227,KK8988SFGJKL4136,CARRO 0387476,NAO,33
Maracanau,4134,O,10,2018-12-31,127589,102898,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4228,KK8988SFGJKL4137,CARRO 0387477,NAO,34
Fortaleza,4135,O,10,2018-12-31,127590,102899,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4229,KK8988SFGJKL4138,CARRO 0387478,NAO,35
Caucaia,4136,O,10,2018-12-31,127591,102900,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4230,KK8988SFGJKL4139,CARRO 0387479,NAO,36
Maracanau,4137,O,6.27746390458255,2018-12-31,127592,102901,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4231,KK8988SFGJKL4140,CARRO 0387480,NAO,37
Fortaleza,4138,O,10,2018-12-31,127593,102902,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4232,KK8988SFGJKL4141,CARRO 0387481,NAO,38
Caucaia,4139,O,4.99704490742743,2018-12-31,127594,102903,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4233,KK8988SFGJKL4142,CARRO 0387482,NAO,39
Maracanau,4140,O,10,2018-12-31,127595,102904,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4234,KK8988SFGJKL4143,CARRO 0387483,NAO,40
Fortaleza,4141,O,10,2018-12-31,127596,102905,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4235,KK8988SFGJKL4144,CARRO 0387484,NAO,24
Caucaia,4142,O,10,2018-12-31,127597,102906,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4236,KK8988SFGJKL4145,CARRO 0387485,NAO,25
Maracanau,4143,O,10,2018-12-31,127598,102907,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4237,KK8988SFGJKL4146,CARRO 0387486,NAO,26
Fortaleza,4144,O,10,2018-12-31,127599,102908,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4238,KK8988SFGJKL4147,CARRO 0387487,NAO,27
Caucaia,4145,O,10,2018-12-31,127600,102909,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4239,KK8988SFGJKL4148,CARRO 0387488,NAO,28
Maracanau,4146,O,10,2018-12-31,127601,102910,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4240,KK8988SFGJKL4149,CARRO 0387489,NAO,29
Fortaleza,4147,O,3.53064855248261,2018-12-31,127602,102911,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4241,KK8988SFGJKL4150,CARRO 0387490,NAO,30
Caucaia,4148,O,10,2018-12-31,127603,102912,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4242,KK8988SFGJKL4151,CARRO 0387491,NAO,31
Maracanau,4149,O,4.54493807521873,2018-12-31,127604,102913,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4243,KK8988SFGJKL4152,CARRO 0387492,NAO,32
Fortaleza,4150,O,10,2018-12-31,127605,102914,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4244,KK8988SFGJKL4153,CARRO 0387493,NAO,33
Caucaia,4151,O,4.08161328137978,2018-12-31,127606,102915,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4245,KK8988SFGJKL4154,CARRO 0387494,NAO,34
Maracanau,4152,O,10,2018-12-31,127607,102916,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4246,KK8988SFGJKL4155,CARRO 0387495,NAO,35
Fortaleza,4153,O,10,2018-12-31,127608,102917,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4247,KK8988SFGJKL4156,CARRO 0387496,NAO,36
Caucaia,4154,O,10,2018-12-31,127609,102918,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4248,KK8988SFGJKL4157,CARRO 0387497,NAO,37
Maracanau,4155,O,10,2018-12-31,127610,102919,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4249,KK8988SFGJKL4158,CARRO 0387498,NAO,38
Fortaleza,4156,O,10,2018-12-31,127611,102920,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4250,KK8988SFGJKL4159,CARRO 0387499,NAO,39
Caucaia,4157,O,10,2018-12-31,127612,102921,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4251,KK8988SFGJKL4160,CARRO 0387500,NAO,40
Maracanau,4158,O,10,2018-12-31,127613,102922,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4252,KK8988SFGJKL4161,CARRO 0387501,NAO,25
Fortaleza,4159,O,10,2018-12-31,127614,102923,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4253,KK8988SFGJKL4162,CARRO 0387502,NAO,26
Caucaia,4160,O,10,2018-12-31,127615,102924,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4254,KK8988SFGJKL4163,CARRO 0387503,NAO,27
Maracanau,4161,O,10,2018-12-31,127616,102925,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4255,KK8988SFGJKL4164,CARRO 0387504,NAO,28
Fortaleza,4162,O,10,2018-12-31,127617,102926,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4256,KK8988SFGJKL4165,CARRO 0387505,NAO,29
Caucaia,4163,O,10,2018-12-31,127618,102927,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4257,KK8988SFGJKL4166,CARRO 0387506,NAO,30
Maracanau,4164,O,10,2018-12-31,127619,102928,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4258,KK8988SFGJKL4167,CARRO 0387507,NAO,31
Fortaleza,4165,O,1.03023746973677,2018-12-31,127620,102929,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4259,KK8988SFGJKL4168,CARRO 0387508,NAO,32
Caucaia,4166,O,10,2018-12-31,127621,102930,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4260,KK8988SFGJKL4169,CARRO 0387509,NAO,33
Maracanau,4167,O,10,2018-12-31,127622,102931,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4261,KK8988SFGJKL4170,CARRO 0387510,NAO,34
Fortaleza,4168,O,10,2018-12-31,127623,102932,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4262,KK8988SFGJKL4171,CARRO 0387511,NAO,35
Caucaia,4169,O,2.14942825208495,2018-12-31,127624,102933,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4263,KK8988SFGJKL4172,CARRO 0387512,NAO,36
Maracanau,4170,O,6.68373151308305,2018-12-31,127625,102934,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4264,KK8988SFGJKL4173,CARRO 0387513,NAO,37
Fortaleza,4171,O,10,2018-12-31,127626,102935,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4265,KK8988SFGJKL4174,CARRO 0387514,NAO,38
Caucaia,4172,O,10,2018-12-31,127627,102936,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4266,KK8988SFGJKL4175,CARRO 0387515,NAO,39
Maracanau,4173,O,10,2018-12-31,127628,102937,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4267,KK8988SFGJKL4176,CARRO 0387516,NAO,40
Fortaleza,4174,O,10,2018-12-31,127629,102938,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4268,KK8988SFGJKL4177,CARRO 0387517,NAO,41
Caucaia,4175,O,10,2018-12-31,127630,102939,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4269,KK8988SFGJKL4178,CARRO 0387518,NAO,25
Maracanau,4176,O,7.26084588854602,2018-12-31,127631,102940,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4270,KK8988SFGJKL4179,CARRO 0387519,NAO,26
Fortaleza,4177,O,10,2018-12-31,127632,102941,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4271,KK8988SFGJKL4180,CARRO 0387520,NAO,27
Caucaia,4178,O,0.812944100248521,2018-12-31,127633,102942,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4272,KK8988SFGJKL4181,CARRO 0387521,NAO,28
Maracanau,4179,O,10,2018-12-31,127634,102943,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4273,KK8988SFGJKL4182,CARRO 0387522,NAO,29
Fortaleza,4180,O,10,2018-12-31,127635,102944,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4274,KK8988SFGJKL4183,CARRO 0387523,NAO,30
Caucaia,4181,O,10,2018-12-31,127636,102945,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4275,KK8988SFGJKL4184,CARRO 0387524,NAO,31
Maracanau,4182,O,10,2018-12-31,127637,102946,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4276,KK8988SFGJKL4185,CARRO 0387525,NAO,32
Fortaleza,4183,O,10,2018-12-31,127638,102947,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4277,KK8988SFGJKL4186,CARRO 0387526,NAO,33
Caucaia,4184,O,10,2018-12-31,127639,102948,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4278,KK8988SFGJKL4187,CARRO 0387527,NAO,34
Maracanau,4185,O,10,2018-12-31,127640,102949,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4279,KK8988SFGJKL4188,CARRO 0387528,NAO,35
Fortaleza,4186,O,10,2018-12-31,127641,102950,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4280,KK8988SFGJKL4189,CARRO 0387529,NAO,36
Caucaia,4187,O,9.62515373509438,2018-12-31,127642,102951,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4281,KK8988SFGJKL4190,CARRO 0387530,NAO,37
Maracanau,4188,O,10,2018-12-31,127643,102952,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4282,KK8988SFGJKL4191,CARRO 0387531,NAO,38
Fortaleza,4189,O,10,2018-12-31,127644,102953,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4283,KK8988SFGJKL4192,CARRO 0387532,NAO,39
Caucaia,4190,O,10,2018-12-31,127645,102954,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4284,KK8988SFGJKL4193,CARRO 0387533,NAO,40
Maracanau,4191,O,8.88801106063599,2018-12-31,127646,102955,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4285,KK8988SFGJKL4194,CARRO 0387534,NAO,41
Fortaleza,4192,O,9.1743119266055,2018-12-31,127647,102956,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4286,KK8988SFGJKL4195,CARRO 0387535,NAO,26
Caucaia,4193,O,10,2018-12-31,127648,102957,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4287,KK8988SFGJKL4196,CARRO 0387536,NAO,27
Maracanau,4194,O,10,2018-12-31,127649,102958,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4288,KK8988SFGJKL4197,CARRO 0387537,NAO,28
Fortaleza,4195,O,10,2018-12-31,127650,102959,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4289,KK8988SFGJKL4198,CARRO 0387538,NAO,29
Caucaia,4196,O,9.64731221394598,2018-12-31,127651,102960,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4290,KK8988SFGJKL4199,CARRO 0387539,NAO,30
Maracanau,4197,O,10,2018-12-31,127652,102961,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4291,KK8988SFGJKL4200,CARRO 0387540,NAO,31
Fortaleza,4198,O,10,2018-12-31,127653,102962,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4292,KK8988SFGJKL4201,CARRO 0387541,NAO,32
Caucaia,4199,O,10,2018-12-31,127654,102963,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4293,KK8988SFGJKL4202,CARRO 0387542,NAO,33
Maracanau,4200,O,10,2018-12-31,127655,102964,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4294,KK8988SFGJKL4203,CARRO 0387543,NAO,34
Fortaleza,4201,O,10,2018-12-31,127656,102965,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4295,KK8988SFGJKL4204,CARRO 0387544,NAO,35
Caucaia,4202,O,8.34105653382762,2018-12-31,127657,102966,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4296,KK8988SFGJKL4205,CARRO 0387545,NAO,36
Maracanau,4203,O,10,2018-12-31,127658,102967,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4297,KK8988SFGJKL4206,CARRO 0387546,NAO,37
Fortaleza,4204,O,5.48696844993141,2018-12-31,127659,102968,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4298,KK8988SFGJKL4207,CARRO 0387547,NAO,38
Caucaia,4205,O,10,2018-12-31,127660,102969,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4299,KK8988SFGJKL4208,CARRO 0387548,NAO,39
Maracanau,4206,O,8.53761846772912,2018-12-31,127661,102970,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4300,KK8988SFGJKL4209,CARRO 0387549,NAO,40
Fortaleza,4207,O,10,2018-12-31,127662,102971,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4301,KK8988SFGJKL4210,CARRO 0387550,NAO,41
Caucaia,4208,O,10,2018-12-31,127663,102972,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4302,KK8988SFGJKL4211,CARRO 0387551,NAO,42
Maracanau,4209,O,10,2018-12-31,127664,102973,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4303,KK8988SFGJKL4212,CARRO 0387552,NAO,26
Fortaleza,4210,O,10,2018-12-31,127665,102974,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4304,KK8988SFGJKL4213,CARRO 0387553,NAO,27
Caucaia,4211,O,10,2018-12-31,127666,102975,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4305,KK8988SFGJKL4214,CARRO 0387554,NAO,28
Maracanau,4212,O,7.68538958384433,2018-12-31,127667,102976,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4306,KK8988SFGJKL4215,CARRO 0387555,NAO,29
Fortaleza,4213,O,5.8192440201038,2018-12-31,127668,102977,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4307,KK8988SFGJKL4216,CARRO 0387556,NAO,30
