cidade,idsensor,tipo_sangue,data_coleta,latitude,longitude,hora_coleta,hora_entrega,local_coleta,local_entrega,cfp_doador,cpf_consumidor,transportador,testado,temperatura,caixa,geladeira
Fortaleza,4612,O,2018-12-31,128067,103376,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4706,KK8988SFGJKL4615,CARRO 0387955,NAO,50,4711,C1271
Caucaia,4613,O,2018-12-31,128068,103377,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4707,KK8988SFGJKL4616,CARRO 0387956,NAO,51,4712,C1272
Maracanau,4614,O,2018-12-31,128069,103378,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4708,KK8988SFGJKL4617,CARRO 0387957,NAO,52,4713,C1273
Fortaleza,4615,O,2018-12-31,128070,103379,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4709,KK8988SFGJKL4618,CARRO 0387958,NAO,53,4714,C1274
Caucaia,4616,O,2018-12-31,128071,103380,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4710,KK8988SFGJKL4619,CARRO 0387959,NAO,54,4715,C1275
Maracanau,4617,O,2018-12-31,128072,103381,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4711,KK8988SFGJKL4620,CARRO 0387960,NAO,38,4716,C1276
Fortaleza,4618,O,2018-12-31,128073,103382,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4712,KK8988SFGJKL4621,CARRO 0387961,NAO,39,4717,C1277
Caucaia,4619,O,2018-12-31,128074,103383,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4713,KK8988SFGJKL4622,CARRO 0387962,NAO,40,4718,C1278
Maracanau,4620,O,2018-12-31,128075,103384,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4714,KK8988SFGJKL4623,CARRO 0387963,NAO,41,4719,C1279
Fortaleza,4621,O,2018-12-31,128076,103385,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4715,KK8988SFGJKL4624,CARRO 0387964,NAO,42,4720,C1280
Caucaia,4622,O,2018-12-31,128077,103386,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4716,KK8988SFGJKL4625,CARRO 0387965,NAO,43,4721,C1281
Maracanau,4623,O,2018-12-31,128078,103387,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4717,KK8988SFGJKL4626,CARRO 0387966,NAO,44,4722,C1282
Fortaleza,4624,O,2018-12-31,128079,103388,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4718,KK8988SFGJKL4627,CARRO 0387967,NAO,45,4723,C1283
Caucaia,4625,O,2018-12-31,128080,103389,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4719,KK8988SFGJKL4628,CARRO 0387968,NAO,46,4724,C1284
Maracanau,4626,O,2018-12-31,128081,103390,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4720,KK8988SFGJKL4629,CARRO 0387969,NAO,47,4725,C1285
Fortaleza,4627,O,2018-12-31,128082,103391,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4721,KK8988SFGJKL4630,CARRO 0387970,NAO,48,4726,C1286
Caucaia,4628,O,2018-12-31,128083,103392,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4722,KK8988SFGJKL4631,CARRO 0387971,NAO,49,4727,C1287
Maracanau,4629,O,2018-12-31,128084,103393,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4723,KK8988SFGJKL4632,CARRO 0387972,NAO,50,4728,C1288
Fortaleza,4630,O,2018-12-31,128085,103394,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4724,KK8988SFGJKL4633,CARRO 0387973,NAO,51,4729,C1289
Caucaia,4631,O,2018-12-31,128086,103395,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4725,KK8988SFGJKL4634,CARRO 0387974,NAO,52,4730,C1290
Maracanau,4632,O,2018-12-31,128087,103396,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4726,KK8988SFGJKL4635,CARRO 0387975,NAO,53,4731,C1291
Fortaleza,4633,O,2018-12-31,128088,103397,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4727,KK8988SFGJKL4636,CARRO 0387976,NAO,54,4732,C1292
Caucaia,4634,O,2018-12-31,128089,103398,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4728,KK8988SFGJKL4637,CARRO 0387977,NAO,39,4733,C1293
Maracanau,4635,O,2018-12-31,128090,103399,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4729,KK8988SFGJKL4638,CARRO 0387978,NAO,40,4734,C1294
Fortaleza,4636,O,2018-12-31,128091,103400,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4730,KK8988SFGJKL4639,CARRO 0387979,NAO,41,4735,C1295
Caucaia,4637,O,2018-12-31,128092,103401,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4731,KK8988SFGJKL4640,CARRO 0387980,NAO,42,4736,C1296
Maracanau,4638,O,2018-12-31,128093,103402,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4732,KK8988SFGJKL4641,CARRO 0387981,NAO,43,4737,C1297
Fortaleza,4639,O,2018-12-31,128094,103403,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4733,KK8988SFGJKL4642,CARRO 0387982,NAO,44,4738,C1298
Caucaia,4640,O,2018-12-31,128095,103404,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4734,KK8988SFGJKL4643,CARRO 0387983,NAO,45,4739,C1299
Maracanau,4641,O,2018-12-31,128096,103405,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4735,KK8988SFGJKL4644,CARRO 0387984,NAO,46,4740,C1300
Fortaleza,4642,O,2018-12-31,128097,103406,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4736,KK8988SFGJKL4645,CARRO 0387985,NAO,47,4741,C1301
Caucaia,4643,O,2018-12-31,128098,103407,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4737,KK8988SFGJKL4646,CARRO 0387986,NAO,48,4742,C1302
Maracanau,4644,O,2018-12-31,128099,103408,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4738,KK8988SFGJKL4647,CARRO 0387987,NAO,49,4743,C1303
Fortaleza,4645,O,2018-12-31,128100,103409,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4739,KK8988SFGJKL4648,CARRO 0387988,NAO,50,4744,C1304
Caucaia,4646,O,2018-12-31,128101,103410,09:00:00 AM,06:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4740,KK8988SFGJKL4649,CARRO 0387989,NAO,51,4745,C1305
Maracanau,4647,O,2018-12-31,128102,103411,09:00:00 AM,06:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4741,KK8988SFGJKL4650,CARRO 0387990,NAO,52,4746,C1306
Fortaleza,4648,O,2018-12-31,128103,103412,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4742,KK8988SFGJKL4651,CARRO 0387991,NAO,53,4747,C1307
Caucaia,4649,O,2018-12-31,128104,103413,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4743,KK8988SFGJKL4652,CARRO 0387992,NAO,54,4748,C1308
Maracanau,4650,O,2018-12-31,128105,103414,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4744,KK8988SFGJKL4653,CARRO 0387993,NAO,55,4749,C1309
Fortaleza,4651,O,2018-12-31,128106,103415,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4745,KK8988SFGJKL4654,CARRO 0387994,NAO,39,4750,C1310
Caucaia,4652,O,2018-12-31,128107,103416,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4746,KK8988SFGJKL4655,CARRO 0387995,NAO,40,4751,C1311
Maracanau,4653,O,2018-12-31,128108,103417,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4747,KK8988SFGJKL4656,CARRO 0387996,NAO,41,4752,C1312
Fortaleza,4654,O,2018-12-31,128109,103418,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4748,KK8988SFGJKL4657,CARRO 0387997,NAO,42,4753,C1313
Caucaia,4655,O,2018-12-31,128110,103419,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4749,KK8988SFGJKL4658,CARRO 0387998,NAO,43,4754,C1314
Maracanau,4656,O,2018-12-31,128111,103420,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4750,KK8988SFGJKL4659,CARRO 0387999,NAO,44,4755,C1315
Fortaleza,4657,O,2018-12-31,128112,103421,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4751,KK8988SFGJKL4660,CARRO 0388000,NAO,45,4756,C1316
Caucaia,4658,O,2018-12-31,128113,103422,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4752,KK8988SFGJKL4661,CARRO 0388001,NAO,46,4757,C1317
Maracanau,4659,O,2018-12-31,128114,103423,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4753,KK8988SFGJKL4662,CARRO 0388002,NAO,47,4758,C1318
Fortaleza,4660,O,2018-12-31,128115,103424,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4754,KK8988SFGJKL4663,CARRO 0388003,NAO,48,4759,C1319
Caucaia,4661,O,2018-12-31,128116,103425,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4755,KK8988SFGJKL4664,CARRO 0388004,NAO,49,4760,C1320
Maracanau,4662,O,2018-12-31,128117,103426,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4756,KK8988SFGJKL4665,CARRO 0388005,NAO,50,4761,C1321
Fortaleza,4663,O,2018-12-31,128118,103427,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4757,KK8988SFGJKL4666,CARRO 0388006,NAO,18,4762,C1322
Caucaia,4664,O,2018-12-31,128119,103428,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4758,KK8988SFGJKL4667,CARRO 0388007,NAO,19,4763,C1323
Maracanau,4665,O,2018-12-31,128120,103429,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4759,KK8988SFGJKL4668,CARRO 0388008,NAO,20,4764,C1324
Fortaleza,4666,O,2018-12-31,128121,103430,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4760,KK8988SFGJKL4669,CARRO 0388009,NAO,21,4765,C1325
Caucaia,4667,O,2018-12-31,128122,103431,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4761,KK8988SFGJKL4670,CARRO 0388010,NAO,22,4766,C1326
Maracanau,4668,O,2018-12-31,128123,103432,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4762,KK8988SFGJKL4671,CARRO 0388011,NAO,23,4767,C1327
Fortaleza,4669,O,2018-12-31,128124,103433,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4763,KK8988SFGJKL4672,CARRO 0388012,NAO,24,4768,C1328
Caucaia,4670,O,2018-12-31,128125,103434,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4764,KK8988SFGJKL4673,CARRO 0388013,NAO,25,4769,C1329
Maracanau,4671,O,2018-12-31,128126,103435,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4765,KK8988SFGJKL4674,CARRO 0388014,NAO,26,4770,C1330
Fortaleza,4672,O,2018-12-31,128127,103436,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4766,KK8988SFGJKL4675,CARRO 0388015,NAO,27,4771,C1331
Caucaia,4673,O,2018-12-31,128128,103437,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4767,KK8988SFGJKL4676,CARRO 0388016,NAO,28,4772,C1332
Maracanau,4674,O,2018-12-31,128129,103438,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4768,KK8988SFGJKL4677,CARRO 0388017,NAO,29,4773,C1333
Fortaleza,4675,O,2018-12-31,128130,103439,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4769,KK8988SFGJKL4678,CARRO 0388018,NAO,30,4774,C1334
Caucaia,4676,O,2018-12-31,128131,103440,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4770,KK8988SFGJKL4679,CARRO 0388019,NAO,31,4775,C1335
Maracanau,4677,O,2018-12-31,128132,103441,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4771,KK8988SFGJKL4680,CARRO 0388020,NAO,32,4776,C1336
Fortaleza,4678,O,2018-12-31,128133,103442,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4772,KK8988SFGJKL4681,CARRO 0388021,NAO,33,4777,C1337
Caucaia,4679,O,2018-12-31,128134,103443,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4773,KK8988SFGJKL4682,CARRO 0388022,NAO,34,4778,C1338
Maracanau,4680,O,2018-12-31,128135,103444,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4774,KK8988SFGJKL4683,CARRO 0388023,NAO,18,4779,C1339
Fortaleza,4681,O,2018-12-31,128136,103445,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4775,KK8988SFGJKL4684,CARRO 0388024,NAO,19,4780,C1340
Caucaia,4682,O,2018-12-31,128137,103446,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4776,KK8988SFGJKL4685,CARRO 0388025,NAO,20,4781,C1341
Maracanau,4683,O,2018-12-31,128138,103447,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4777,KK8988SFGJKL4686,CARRO 0388026,NAO,21,4782,C1342
Fortaleza,4684,O,2018-12-31,128139,103448,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4778,KK8988SFGJKL4687,CARRO 0388027,NAO,22,4783,C1343
Caucaia,4685,O,2018-12-31,128140,103449,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4779,KK8988SFGJKL4688,CARRO 0388028,NAO,23,4784,C1344
Maracanau,4686,O,2018-12-31,128141,103450,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4780,KK8988SFGJKL4689,CARRO 0388029,NAO,24,4785,C1345
Fortaleza,4687,O,2018-12-31,128142,103451,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4781,KK8988SFGJKL4690,CARRO 0388030,NAO,25,4786,C1346
Caucaia,4688,O,2018-12-31,128143,103452,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4782,KK8988SFGJKL4691,CARRO 0388031,NAO,26,4787,C1347
Maracanau,4689,O,2018-12-31,128144,103453,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4783,KK8988SFGJKL4692,CARRO 0388032,NAO,27,4788,C1348
Fortaleza,4690,O,2018-12-31,128145,103454,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4784,KK8988SFGJKL4693,CARRO 0388033,NAO,28,4789,C1349
Caucaia,4691,O,2018-12-31,128146,103455,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4785,KK8988SFGJKL4694,CARRO 0388034,NAO,29,4790,C1350
Maracanau,4692,O,2018-12-31,128147,103456,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4786,KK8988SFGJKL4695,CARRO 0388035,NAO,30,4791,C1351
Fortaleza,4693,O,2018-12-31,128148,103457,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4787,KK8988SFGJKL4696,CARRO 0388036,NAO,31,4792,C1352
Caucaia,4694,O,2018-12-31,128149,103458,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4788,KK8988SFGJKL4697,CARRO 0388037,NAO,32,4793,C1353
Maracanau,4695,O,2018-12-31,128150,103459,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4789,KK8988SFGJKL4698,CARRO 0388038,NAO,33,4794,C1354
Fortaleza,4696,O,2018-12-31,128151,103460,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4790,KK8988SFGJKL4699,CARRO 0388039,NAO,34,4795,C1355
Caucaia,4697,O,2018-12-31,128152,103461,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4791,KK8988SFGJKL4700,CARRO 0388040,NAO,19,4796,C1356
Maracanau,4698,O,2018-12-31,128153,103462,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4792,KK8988SFGJKL4701,CARRO 0388041,NAO,20,4797,C1357
Fortaleza,4699,O,2018-12-31,128154,103463,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4793,KK8988SFGJKL4702,CARRO 0388042,NAO,21,4798,C1358
Caucaia,4700,O,2018-12-31,128155,103464,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4794,KK8988SFGJKL4703,CARRO 0388043,NAO,22,4799,C1359
Maracanau,4701,O,2018-12-31,128156,103465,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4795,KK8988SFGJKL4704,CARRO 0388044,NAO,23,4800,C1360
Fortaleza,4702,O,2018-12-31,128157,103466,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4796,KK8988SFGJKL4705,CARRO 0388045,NAO,24,4801,C1361
Caucaia,4703,O,2018-12-31,128158,103467,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4797,KK8988SFGJKL4706,CARRO 0388046,NAO,25,4802,C1362
Maracanau,4704,O,2018-12-31,128159,103468,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4798,KK8988SFGJKL4707,CARRO 0388047,NAO,26,4803,C1363
Fortaleza,4705,O,2018-12-31,128160,103469,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4799,KK8988SFGJKL4708,CARRO 0388048,NAO,27,4804,C1364
Caucaia,4706,O,2018-12-31,128161,103470,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4800,KK8988SFGJKL4709,CARRO 0388049,NAO,28,4805,C1365
Maracanau,4707,O,2018-12-31,128162,103471,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4801,KK8988SFGJKL4710,CARRO 0388050,NAO,29,4806,C1366
Fortaleza,4708,O,2018-12-31,128163,103472,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4802,KK8988SFGJKL4711,CARRO 0388051,NAO,30,4807,C1367
Caucaia,4709,O,2018-12-31,128164,103473,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4803,KK8988SFGJKL4712,CARRO 0388052,NAO,31,4808,C1368
Maracanau,4710,O,2018-12-31,128165,103474,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4804,KK8988SFGJKL4713,CARRO 0388053,NAO,32,4809,C1369
Fortaleza,4711,O,2018-12-31,128166,103475,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4805,KK8988SFGJKL4714,CARRO 0388054,NAO,33,4810,C1370
Caucaia,4712,O,2018-12-31,128167,103476,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4806,KK8988SFGJKL4715,CARRO 0388055,NAO,34,4811,C1371
Maracanau,4713,O,2018-12-31,128168,103477,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4807,KK8988SFGJKL4716,CARRO 0388056,NAO,35,4812,C1372
Fortaleza,4714,O,2018-12-31,128169,103478,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4808,KK8988SFGJKL4717,CARRO 0388057,NAO,19,4813,C1373
Caucaia,4715,O,2018-12-31,128170,103479,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4809,KK8988SFGJKL4718,CARRO 0388058,NAO,20,4814,C1374
Maracanau,4716,O,2018-12-31,128171,103480,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4810,KK8988SFGJKL4719,CARRO 0388059,NAO,21,4815,C1375
Fortaleza,4717,O,2018-12-31,128172,103481,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4811,KK8988SFGJKL4720,CARRO 0388060,NAO,22,4816,C1376
Caucaia,4718,O,2018-12-31,128173,103482,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4812,KK8988SFGJKL4721,CARRO 0388061,NAO,23,4817,C1377
Maracanau,4719,O,2018-12-31,128174,103483,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4813,KK8988SFGJKL4722,CARRO 0388062,NAO,24,4818,C1378
Fortaleza,4720,O,2018-12-31,128175,103484,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4814,KK8988SFGJKL4723,CARRO 0388063,NAO,25,4819,C1379
Caucaia,4721,O,2018-12-31,128176,103485,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4815,KK8988SFGJKL4724,CARRO 0388064,NAO,26,4820,C1380
Maracanau,4722,O,2018-12-31,128177,103486,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4816,KK8988SFGJKL4725,CARRO 0388065,NAO,27,4821,C1381
Fortaleza,4723,O,2018-12-31,128178,103487,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4817,KK8988SFGJKL4726,CARRO 0388066,NAO,28,4822,C1382
Caucaia,4724,O,2018-12-31,128179,103488,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4818,KK8988SFGJKL4727,CARRO 0388067,NAO,29,4823,C1383
Maracanau,4725,O,2018-12-31,128180,103489,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4819,KK8988SFGJKL4728,CARRO 0388068,NAO,30,4824,C1384
Fortaleza,4726,O,2018-12-31,128181,103490,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4820,KK8988SFGJKL4729,CARRO 0388069,NAO,31,4825,C1385
Caucaia,4727,O,2018-12-31,128182,103491,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4821,KK8988SFGJKL4730,CARRO 0388070,NAO,32,4826,C1386
Maracanau,4728,O,2018-12-31,128183,103492,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4822,KK8988SFGJKL4731,CARRO 0388071,NAO,33,4827,C1387
Fortaleza,4729,O,2018-12-31,128184,103493,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4823,KK8988SFGJKL4732,CARRO 0388072,NAO,34,4828,C1388
Caucaia,4730,O,2018-12-31,128185,103494,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4824,KK8988SFGJKL4733,CARRO 0388073,NAO,35,4829,C1389
Maracanau,4731,O,2018-12-31,128186,103495,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4825,KK8988SFGJKL4734,CARRO 0388074,NAO,20,4830,C1390
Fortaleza,4732,O,2018-12-31,128187,103496,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4826,KK8988SFGJKL4735,CARRO 0388075,NAO,21,4831,C1391
Caucaia,4733,O,2018-12-31,128188,103497,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4827,KK8988SFGJKL4736,CARRO 0388076,NAO,22,4832,C1392
Maracanau,4734,O,2018-12-31,128189,103498,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4828,KK8988SFGJKL4737,CARRO 0388077,NAO,23,4833,C1393
Fortaleza,4735,O,2018-12-31,128190,103499,09:00:00 AM,10:00:00 AM,HOSPITAL DA CRIANCA,HEMOCE,9945JJKAHA4829,KK8988SFGJKL4738,CARRO 0388078,NAO,24,4834,C1394
Caucaia,4736,O,2018-12-31,128191,103500,09:00:00 AM,10:00:00 AM,HOSPITAL DO CORACAO,HEMOCE,9945JJKAHA4830,KK8988SFGJKL4739,CARRO 0388079,NAO,25,4835,C1395
